thigmotperc,lean,locom,defec,groomfr,rear,groomdur,jump,thigmodperc,groombout,labels
77,55,12695,0,12,2,25.68,0,65.89996061,2.14,female
61,52,11138,3,5,53,14.96,0,54.46220147,2.992,female
84,74,8188,4,10,40,74.8,0,72.55740108,7.48,female
67,71,10341,5,6,111,43.76,0,48.22551011,7.293333333,female
50,42,11467,0,5,53,73.84,0,46.24574867,14.768,female
64,67,11671,0,10,41,86,0,60.62890926,8.6,female
60,40,7465,1,10,35,134.56,0,49.05559277,13.456,female
63,83,9584,0,6,35,33.6,0,61.33138564,5.6,female
83,54,8478,3,7,13,74.24,0,74.18023119,10.60571429,female
61,42,9038,7,5,20,101.12,0,49.05952644,20.224,female
51,75,11870,0,6,69,50.48,0,40.37910699,8.413333333,female
54,45,9263,4,7,36,119.36,0,47.22012307,17.05142857,female
91,51,6829,7,10,27,82.88,0,83.13076585,8.288,female
57,43,10051,2,2,37,8.64,0,42.02566909,4.32,female
73,67,14177,3,12,91,48.48,0,64.43535304,4.04,female
93,38,7121,3,10,37,54.56,0,90.22609184,5.456,female
83,141,10216,0,2,38,17.04,0,73.71769773,8.52,female
73,111,11077,0,4,48,11.12,1,67.54536427,2.78,female
91,45,6575,5,8,39,69.52,0,80.50190114,8.69,female
74,24,4713,6,6,1,113.28,0,72.56524507,18.88,female
56,36,7371,5,3,16,22.08,0,62.5966626,7.36,female
67,90,12627,4,2,44,11.44,0,57.68591114,5.72,female
73,58,9788,7,4,75,37.12,4,67.31712301,9.28,female
35,40,8582,0,4,73,19.2,1,27.9888138,4.8,female
67,82,11309,7,6,29,69.12,0,49.10248475,11.52,female
72,101,12712,0,6,29,23.6,0,56.98552549,3.933333333,female
58,110,9374,1,17,76,84.56,0,45.23149136,4.974117647,female
71,39,6741,4,9,59,115.04,0,44.99332443,12.78222222,female
79,106,11002,2,2,19,19.68,0,63.06126159,9.84,female
78,106,10752,6,2,45,11.84,0,62.7046131,5.92,female
82,47,9602,0,9,3,61.92,0,74.78650281,6.88,female
82,60,9092,1,7,12,51.28,0,78.06863176,7.325714286,female
70,76,13412,3,5,22,38.32,0,58.76826722,7.664,female
65,103,15542,2,5,42,26.4,0,47.79307682,5.28,female
65,98,11932,0,1,54,6.56,1,57.86959437,6.56,female
65,59,11488,1,3,57,13.28,0,53.8387883,4.426666667,female
70,78,11659,3,14,45,33.92,0,60.32249764,2.422857143,female
75,143,10005,1,6,52,20.96,0,65.17741129,3.493333333,female
83,204,8526,10,12,39,100.72,43,74.91203378,8.393333333,female
73,170,9332,3,2,83,19.76,2,58.28332619,9.88,female
62,54,8800,8,7,32,192.08,0,57.18181818,27.44,female
78,62,9103,8,8,39,133.44,0,64.42930902,16.68,female
75,64,9175,5,3,60,35.68,0,66.91008174,11.89333333,female
57,76,15326,0,1,42,6,10,46.7114707,6,female
65,119,10626,13,9,60,57.6,3,53.18087709,6.4,female
51,91,8028,8,7,9,69.12,3,43.23617339,9.874285714,female
69,149,12841,1,6,200,62.72,55,51.74830621,10.45333333,female
69,148,12296,6,4,185,34.24,19,55.72543917,8.56,female
93,113,7049,4,9,4,328.4,7,82.28117464,36.48888889,female
63,130,13245,0,3,69,11.52,3,56.59494149,3.84,female
84,59,6883,9,6,19,99.12,0,78.38151969,16.52,female
86,64,12071,2,6,2,127.12,0,80.27503935,21.18666667,female
71,53,12023,6,7,7,120.56,0,58.05539383,17.22285714,female
62,101,11567,4,8,62,49.92,0,59.54007089,6.24,female
71,96,13687,0,7,23,59.52,0,62.59954702,8.502857143,female
66,44,7061,3,7,61,82.64,0,58.75938252,11.80571429,female
82,54,8148,4,5,31,100.72,0,72.82768778,20.144,female
76,52,8594,1,7,18,152.08,0,61.22876425,21.72571429,female
57,73,12680,1,3,98,39.12,5,48.77760252,13.04,female
58,65,10977,1,3,52,21.12,0,44.7663296,7.04,female
63,31,8659,2,3,5,14.64,0,56.01108673,4.88,female
68,127,12237,6,12,74,64.96,0,50.24107216,5.413333333,female
89,72,7086,0,6,35,81.6,3,79.52300311,13.6,female
84,175,13522,10,6,41,58,16,73.06611448,9.666666667,female
60,73,9135,0,1,91,24.08,1,52.47947455,24.08,female
67,76,8358,6,25,90,120.8,4,52.44077531,4.832,female
69,91,7485,4,4,31,91.68,0,64.79625919,22.92,female
93,96,8026,0,8,4,26.72,0,92.49937703,3.34,female
77,78,6864,12,8,57,88.8,0,60.38752914,11.1,female
67,74,7943,7,6,54,45.52,1,56.67883671,7.586666667,female
91,108,9281,0,10,15,244.8,5,85.22788493,24.48,female
72,142,12939,7,2,45,4.16,0,59.91962285,2.08,female
72,77,9932,5,3,23,10.88,0,66.26057189,3.626666667,female
79,95,8598,4,8,52,153.2,0,66.95743196,19.15,female
82,89,7706,4,8,61,54.32,1,70.47754996,6.79,female
74,159,12577,0,2,17,10.32,0,60.92072831,5.16,female
90,144,7310,16,0,61,0,9,86.21067032,0,female
79,104,9198,4,0,50,0,5,75.25549032,0,female
75,92,11477,0,0,87,0,14,63.53576719,0,female
63,57,10595,4,0,70,0,9,53.50637093,0,female
72,164,12808,0,4,106,27.36,18,62.62492192,6.84,female
83,51,9325,5,7,55,76.72,3,70.68096515,10.96,female
79,121,11495,0,4,25,27.84,5,69.31709439,6.96,female
71,91,9577,0,5,51,36.88,11,62.55612405,7.376,female
84,67,11453,0,11,38,116.56,0,78.32882214,10.59636364,female
92,75,6667,7,7,12,70.8,0,89.92050398,10.11428571,female
68,71,10491,4,4,42,18.16,0,52.69278429,4.54,female
71,82,7261,5,4,6,88.4,0,52.55474453,22.1,female
33,18,7732,5,3,58,27.92,0,21.67615106,9.306666667,female
68,120,10102,4,5,56,28.24,37,49.30706791,5.648,female
83,129,12157,12,10,45,49.36,0,70.20646541,4.936,female
82,78,10639,7,5,26,35.76,0,72.27183006,7.152,female
67,125,9568,3,6,34,19.6,3,59.45861204,3.266666667,female
79,182,13076,4,3,29,7.6,1,73.90639339,2.533333333,female
81,117,8662,1,6,17,60.48,0,73.85130455,10.08,female
71,88,13691,0,8,30,81.28,0,58.68088525,10.16,female
67,127,13614,0,6,93,75.12,20,54.57617159,12.52,female
67,95,11089,0,10,149,50.72,17,47.93939941,5.072,female
62,68,9870,3,3,46,21.68,0,53.39412361,7.226666667,female
61,78,13530,5,4,55,23.92,6,47.76053215,5.98,female
66,68,10825,3,4,12,25.04,0,53.69976905,6.26,female
89,75,8774,4,10,12,194.4,3,83.58787326,19.44,female
94,54,7734,0,13,15,193.2,1,86.86320145,14.86153846,female
60,104,12960,0,6,86,27.2,7,49.10493827,4.533333333,female
54,84,13495,2,5,28,53.12,0,40.74842534,10.624,female
78,60,10078,4,1,5,2.96,0,72.80214328,2.96,female
71,70,10043,1,4,45,15.28,0,62.65060241,3.82,female
57,107,12384,0,7,9,17.92,0,46.53585271,2.56,female
26,0,5821,0,4,3,30.32,0,27.02284831,7.58,female
84,82,8262,2,9,44,118.08,2,72.1738078,13.12,female
72,64,9548,4,4,93,47.92,0,57.99120235,11.98,female
80,168,11908,1,4,63,40.96,0,66.72824992,10.24,female
80,121,9826,2,6,7,54.4,0,70.85283941,9.066666667,female
79,103,11153,2,4,93,12.24,0,72.66206402,3.06,female
74,96,9524,2,7,20,66.72,0,68.79462411,9.531428571,female
75,70,11484,2,5,66,33.12,0,67.74642982,6.624,female
79,66,8688,2,11,21,57.2,0,72.60589319,5.2,female
89,139,11712,5,4,18,88.24,0,79.84118853,22.06,female
89,123,9627,6,5,19,58.56,0,83.81634985,11.712,female
62,93,8745,3,3,13,98.88,0,62.24128073,32.96,female
70,95,8497,3,5,21,42,0,60.10356596,8.4,female
63,89,11546,4,4,21,52.96,17,57.75160229,13.24,female
85,87,9033,3,5,28,90.32,1,79.35348168,18.064,female
51,81,6750,12,11,33,82.24,5,48.59259259,7.476363636,female
37,58,5782,2,11,37,165.2,0,40.97198201,15.01818182,female
70,39,6639,13,12,44,98.32,0,48.74228046,8.193333333,female
69,35,5180,10,8,24,192,0,60.88803089,24,female
81,66,8377,9,9,14,92.08,0,65.78727468,10.23111111,female
46,98,11183,11,6,120,39.6,3,29.40177055,6.6,female
50,54,8496,0,12,112,48.64,0,42.87900188,4.053333333,female
53,53,7692,2,5,37,37.52,0,44.98179927,7.504,female
93,112,7855,4,5,93,31.92,0,89.78994271,6.384,female
79,141,10428,3,7,80,40.56,0,71.21212121,5.794285714,female
77,119,9525,1,7,69,32.56,0,60.91338583,4.651428571,female
90,76,6776,3,6,23,46.8,0,78.33530106,7.8,female
94,65,6764,5,2,34,24,0,90.62684802,12,female
80,66,8071,6,11,42,89.68,0,81.68752323,8.152727273,female
86,154,11635,1,5,27,25.6,1,78.05758487,5.12,female
74,260,16574,4,6,16,33.2,0,65.60878484,5.533333333,female
67,107,11427,5,14,69,106.16,0,57.61792246,7.582857143,female
74,44,10315,3,9,33,140.32,0,69.36500242,15.59111111,female
52,104,15873,0,3,149,9.2,3,43.92994393,3.066666667,female
59,123,16398,0,3,151,7.44,5,49.82314917,2.48,female
72,97,12145,0,6,135,49.04,7,58.92136682,8.173333333,female
81,102,9935,0,8,96,61.2,0,70.02516356,7.65,female
60,150,17418,0,5,31,13.04,0,54.5125732,2.608,female
72,134,12032,2,8,17,33.12,2,64.44481383,4.14,female
83,71,6599,5,5,60,77.52,0,69.57114714,15.504,female
79,81,6478,5,7,67,115.12,10,61.51589997,16.44571429,female
91,93,9217,1,4,17,44.64,0,85.08191386,11.16,female
74,114,9899,0,5,64,33.76,0,67.55227801,6.752,female
77,102,7407,3,3,19,129.84,18,59.11975159,43.28,female
55,59,7084,3,7,44,86.24,1,46.11801242,12.32,female
72,74,9667,6,10,62,55.44,3,66.38046964,5.544,female
75,101,10084,2,6,49,25.44,0,67.8599762,4.24,female
66,71,8288,11,11,63,128.4,0,56.20173745,11.67272727,female
86,31,6532,3,11,17,269.44,0,73.97428047,24.49454546,female
71,49,7585,3,4,42,26.96,0,59.12986157,6.74,female
65,58,8512,7,6,56,68.16,0,56.23825188,11.36,female
72,61,11213,0,3,22,13.2,0,65.90564523,4.4,female
71,91,11194,2,3,26,21.44,0,62.07789887,7.146666667,female
48,36,11499,0,3,32,39.2,0,44.0820941,13.06666667,female
62,54,11609,0,4,48,50.88,0,52.0199845,12.72,female
71,78,10599,8,4,55,49.04,0,67.73280498,12.26,female
86,114,8242,7,6,42,84.96,12,74.4115506,14.16,female
52,32,7970,0,3,52,30.64,0,43.21204517,10.21333333,female
66,40,9564,5,2,37,23.6,0,59.36846508,11.8,female
85,91,13460,0,3,24,31.04,1,76.55274889,10.34666667,female
88,18,5300,4,4,1,53.04,0,88.67924528,13.26,female
52,34,8106,1,1,53,16.88,0,51.65309647,16.88,female
58,95,11007,0,2,85,19.52,0,55.95530117,9.76,female
66,68,16857,0,8,51,35.28,0,57.24624785,4.41,female
69,64,12353,2,9,14,27.84,0,58.73067271,3.093333333,female
86,75,10340,2,3,70,12.96,7,78.25918762,4.32,female
85,65,10118,2,3,29,27.36,0,77.75252026,9.12,female
74,49,7093,0,3,28,45.76,5,73.50909347,15.25333333,female
86,101,7850,0,3,29,45.2,1,77.89808917,15.06666667,female
72,80,10950,2,1,25,18.72,0,64.25570776,18.72,female
63,75,11822,1,1,50,21.76,0,50.57519878,21.76,female
76,50,8471,8,15,34,122,9,63.87675599,8.133333333,female
60,76,9909,1,7,92,59.2,4,50.91331113,8.457142857,female
66,52,8076,2,10,19,55.28,0,53.61565131,5.528,female
57,68,8496,1,6,40,127.84,2,47.64595104,21.30666667,female
68,38,7634,12,2,11,150.4,0,63.75425727,75.2,female
75,31,7418,8,2,3,23.92,0,67.24184416,11.96,female
65,34,7863,5,5,89,34.4,0,53.60549409,6.88,female
83,44,6597,3,9,33,135.2,0,70.98681219,15.02222222,female
72,63,7580,8,10,45,63.76,2,66.09498681,6.376,female
77,62,7609,3,4,35,25.52,2,67.43330267,6.38,female
71,61,6117,6,6,27,40.8,0,71.08059506,6.8,female
82,62,7664,1,7,28,51.76,0,70.56367432,7.394285714,female
80,62,8277,3,6,37,89.52,0,64.0086988,14.92,female
47,52,7344,4,2,23,31.84,0,54.833878,15.92,female
70,89,13044,0,3,54,23.04,10,58.30266789,7.68,female
65,62,8492,0,6,35,48.08,17,55.51106924,8.013333333,female
52,37,5775,3,5,9,73.68,0,51.6017316,14.736,female
39,35,6591,0,4,46,32.72,0,46.80625095,8.18,female
85,105,9522,0,1,58,7.12,0,81.94706994,7.12,female
87,83,7181,0,5,16,184.8,0,78.63807269,36.96,female
57,66,13897,0,4,62,47.68,1,43.80082032,11.92,female
39,51,11775,0,4,85,31.2,0,38.58174098,7.8,female
50,38,9031,0,13,45,69.12,0,46.77222899,5.316923077,female
48,44,10496,4,5,130,29.04,0,33.83193598,5.808,female
79,100,6871,3,13,36,181.04,0,78.80948916,13.92615385,female
90,97,7054,5,6,39,64.08,0,87.11369436,10.68,female
56,31,9189,1,6,34,69.2,0,45.32593318,11.53333333,female
65,77,6716,4,7,30,194.88,0,56.71530673,27.84,female
81,91,8281,1,7,21,85.68,0,79.99033933,12.24,female
80,96,11640,3,7,8,49.36,0,74.56185567,7.051428571,female
73,56,9155,1,13,54,86,0,61.13599126,6.615384615,female
74,44,9556,1,11,61,63.68,0,65.41439933,5.789090909,female
92,65,5661,2,10,30,78.88,0,80.58646882,7.888,female
74,51,11975,1,7,35,41.68,0,63.23173278,5.954285714,female
85,96,8917,7,6,67,48.32,0,76.35976225,8.053333333,female
85,86,10766,2,5,31,41.2,0,80.41984024,8.24,female
87,54,5856,1,3,28,56.96,0,73.99248634,18.98666667,female
66,92,12375,0,2,59,12.4,4,56.61414141,6.2,female
63,86,14879,0,4,62,21.76,14,50.63512333,5.44,female
66,77,17135,0,3,42,10,1,53.73212723,3.333333333,female
64,103,16437,0,0,46,0,11,49.4129099,0,female
71,83,14978,5,2,68,12.88,4,59.54065963,6.44,female
63,72,15583,0,4,66,17.36,3,56.3691202,4.34,female
70,82,15516,0,3,24,12.8,1,66.47331787,4.266666667,female
73,80,18131,0,1,34,6.24,2,66.30081077,6.24,female
66,95,11228,0,3,69,24.08,0,55.10331315,8.026666667,female
53,39,13148,0,4,92,28,0,43.23090964,7,female
65,98,14941,2,4,126,24.08,0,55.53845124,6.02,female
51,62,13268,4,4,125,20.48,0,40.02110341,5.12,female
68,51,15083,0,3,19,13.6,6,60.45879467,4.533333333,female
71,60,16844,0,4,31,12.72,8,59.23771076,3.18,female
65,45,8611,0,8,67,193.76,0,42.75926141,24.22,female
73,86,11392,0,11,41,87.2,0,59.26088483,7.927272727,female
66,64,9077,10,3,46,96.32,0,54.96309353,32.10666667,female
76,36,7625,0,2,44,41.52,0,51.8295082,20.76,female
63,85,10911,9,2,99,14.32,0,60.11364678,7.16,female
59,38,11104,9,3,56,13.52,0,53.53926513,4.506666667,female
67,105,16038,4,4,20,24.8,4,54.25863574,6.2,female
72,99,14179,3,2,17,15.92,6,63.05804359,7.96,female
63,90,11629,1,3,39,27.84,2,58.45730501,9.28,female
57,36,8857,7,3,47,19.6,0,52.2976177,6.533333333,female
70,30,8182,7,3,18,28.24,0,65.7418724,9.413333333,female
72,63,11975,1,5,49,31.2,0,68.20876827,6.24,female
55,45,15094,2,0,57,0,0,54.62435405,0,female
59,45,8208,3,10,19,162.56,0,43.71345029,16.256,female
57,79,11524,0,6,17,107.36,0,43.47448803,17.89333333,female
66,52,8986,2,7,15,96.8,0,53.50545293,13.82857143,female
71,65,11058,4,5,14,187.52,0,48.81533731,37.504,female
91,35,6950,6,6,5,164.24,0,85.32374101,27.37333333,female
83,50,8175,5,5,6,73.44,0,77.37003058,14.688,female
65,60,11852,5,3,35,24.8,0,64.52075599,8.266666667,female
48,13,5644,9,8,2,95.12,0,49.48618001,11.89,female
80,103,13261,0,5,3,12.4,0,75.7785989,2.48,female
88,73,9537,1,5,11,31.76,0,85.81314879,6.352,female
72,112,13735,0,2,77,10.8,5,63.10884601,5.4,female
50,32,10710,0,9,108,33.44,0,41.06442577,3.715555556,female
63,65,14430,8,5,32,73.52,0,57.41510742,14.704,female
74,82,15220,1,1,36,1.44,0,66.27463863,1.44,female
53,68,14868,0,2,47,8.8,0,42.05004036,4.4,female
59,84,17592,0,0,61,0,7,50.18758527,0,female
71,69,13702,0,9,35,43.28,0,61.17355131,4.808888889,female
60,58,14608,0,8,49,20.24,0,49.58242059,2.53,female
77,147,15127,0,10,41,26.8,9,60.73246513,2.68,female
68,145,15028,2,3,48,15.76,14,49.82033537,5.253333333,female
70,93,15094,2,7,46,53.2,32,50.49026103,7.6,female
78,84,11574,0,5,17,15.52,7,66.61482634,3.104,female
87,15,6809,0,9,11,109.2,0,82.05316493,12.13333333,female
74,102,12913,0,5,26,51.84,0,67.25005808,10.368,female
87,58,8053,3,11,8,98.16,0,72.35812741,8.923636364,female
66,63,13397,3,10,19,65.44,0,51.65335523,6.544,female
71,122,17471,2,4,32,33.28,0,57.39225001,8.32,female
65,76,11432,1,4,23,43.04,2,57.75892232,10.76,female
69,114,14544,0,7,74,52.56,13,62.8850385,7.508571429,female
66,76,15962,0,1,75,5.12,0,52.27415111,5.12,female
78,77,8266,1,3,32,44.32,0,63.29542705,14.77333333,female
82,63,7904,0,7,31,133.52,0,68.38309717,19.07428571,female
81,80,10943,3,7,3,42.88,0,71.18706022,6.125714286,female
85,101,11469,2,7,7,35.44,0,74.26105153,5.062857143,female
77,109,10130,10,5,43,39.44,8,63.95853899,7.888,female
63,57,8873,5,5,49,59.36,8,49.35196664,11.872,female
82,60,8589,3,7,36,60.8,0,77.92525323,8.685714286,female
65,65,8394,0,7,34,52.16,0,58.04145818,7.451428571,female
70,118,10861,7,5,153,12.8,1,66.04364239,2.56,female
74,162,18394,0,5,83,13.52,13,64.1513537,2.704,female
53,70,10829,10,11,78,102,0,43.89140272,9.272727273,female
60,69,11739,6,13,51,37.68,0,48.54757646,2.898461539,female
62,63,10331,0,6,34,30.16,0,45.82325041,5.026666667,female
76,103,14089,4,5,46,32.56,0,59.18092129,6.512,female
79,103,10940,3,10,49,42.48,0,69.69835466,4.248,female
79,74,9351,2,10,24,157.44,0,65.10533633,15.744,female
66,78,11056,0,3,69,16.16,0,48.31765557,5.386666667,female
59,68,12652,0,11,59,27.52,0,45.63705343,2.501818182,female
57,32,8865,7,20,55,101.68,0,55.5893965,5.084,female
50,35,9477,9,18,29,106.64,0,46.00612008,5.924444444,female
58,35,10290,4,3,57,8.72,0,58.52283771,2.906666667,female
70,76,15169,7,7,61,35.12,0,66.23376623,5.017142857,female
53,95,14407,8,10,58,45.04,0,52.87707365,4.504,female
72,54,15721,4,2,55,11.12,0,64.80503785,5.56,female
51,57,15791,10,10,96,52.16,0,43.99974669,5.216,female
62,50,12791,8,6,64,22.88,0,60.99601282,3.813333333,female
58,56,11373,12,16,40,49.76,0,50.30335004,3.11,female
56,83,13704,5,16,56,44.24,0,45.48307064,2.765,female
